epoch,time,loss,accuracy,val_loss,val_accuracy,lr
0,19.419113874435425,0.7890242338180542,0.6321757435798645,0.8856806755065918,0.6473361849784851,0.001
1,18.842260599136353,0.6083440780639648,0.7185211181640625,0.6757915019989014,0.7175860404968262,0.001
2,18.697940349578857,0.5361791849136353,0.7434443831443787,0.5413549542427063,0.7741631269454956,0.001
3,18.63366174697876,0.4962129592895508,0.763701856136322,0.5258048176765442,0.7925506830215454,0.001
4,18.59129524230957,0.44949060678482056,0.7846680879592896,0.5962859988212585,0.7685053944587708,0.001
5,18.53602147102356,0.417651504278183,0.8002008199691772,0.5169675350189209,0.7944365739822388,0.001
6,29.703651428222656,0.3946285843849182,0.813607394695282,0.47881880402565,0.8052805066108704,0.001
7,19.029569625854492,0.35908743739128113,0.8262461423873901,0.48807716369628906,0.8165959715843201,0.001
8,22.310285568237305,0.3380860984325409,0.8382943272590637,0.4825165867805481,0.8203677535057068,0.001
9,19.329954385757446,0.3038468062877655,0.853649914264679,0.5227648019790649,0.8151814937591553,0.001
10,18.57335138320923,0.2487640082836151,0.8775690793991089,0.49731945991516113,0.8198962807655334,0.000100000005
11,18.84752058982849,0.21895740926265717,0.8907394409179688,0.5093433260917664,0.8208392262458801,0.000100000005
12,26.646356344223022,0.20692645013332367,0.8945192694664001,0.5110510587692261,0.827911376953125,0.000100000005
13,21.2426598072052,0.19791118800640106,0.9026694893836975,0.513547956943512,0.8321546316146851,0.000100000005
14,23.156585931777954,0.1873359978199005,0.905268132686615,0.5322057604789734,0.8302687406539917,0.000100000005
15,23.63381314277649,0.18241740763187408,0.9088707566261292,0.5307490229606628,0.8302687406539917,0.000100000005
16,18.97042226791382,0.16908642649650574,0.9183794260025024,0.5536388754844666,0.8246110081672668,1.0000001e-05
17,20.750736236572266,0.16778409481048584,0.9169028997421265,0.5540224313735962,0.8297972679138184,1.0000001e-05
18,18.89889693260193,0.16597600281238556,0.9183794260025024,0.5532402992248535,0.8269684314727783,1.0000001e-05
19,18.805529832839966,0.16473685204982758,0.9185565710067749,0.5533030033111572,0.8283828496932983,1.0000001e-05
20,19.13150668144226,0.16522295773029327,0.9179660081863403,0.5561433434486389,0.8288543224334717,1.0000001e-05
21,18.876428842544556,0.16440357267856598,0.9202102422714233,0.5545731782913208,0.829325795173645,1.0000001e-05
22,21.693647623062134,0.16162258386611938,0.918969988822937,0.5550856590270996,0.829325795173645,1.0000001e-06
23,19.25967836380005,0.16228266060352325,0.9196196794509888,0.5550163388252258,0.829325795173645,1.0000001e-06
24,18.968745231628418,0.16203509271144867,0.9200921058654785,0.5541988015174866,0.829325795173645,1.0000001e-06
