epoch,time,loss,accuracy,val_loss,val_accuracy,lr
0,34.50368547439575,1.1802631616592407,0.41341838240623474,1.249330759048462,0.3488920331001282,0.001
1,33.62700533866882,0.9304309487342834,0.5470706224441528,1.1123312711715698,0.5228665471076965,0.001
2,35.16600561141968,0.8573226928710938,0.5877037644386292,0.8619622588157654,0.6690240502357483,0.001
3,36.35824632644653,0.8071652054786682,0.603649914264679,0.9134995341300964,0.618576169013977,0.001
4,37.794708251953125,0.7761391997337341,0.6172336339950562,1.0048086643218994,0.5945308804512024,0.001
5,37.53857946395874,0.7599664926528931,0.6254429221153259,0.8983729481697083,0.6289486289024353,0.001
6,37.30684208869934,0.7031975388526917,0.6576305031776428,0.883861780166626,0.6204620599746704,0.000100000005
7,36.870439529418945,0.6814864277839661,0.6650720238685608,0.9013718962669373,0.6086751818656921,0.000100000005
8,36.60016489028931,0.681637167930603,0.6658989191055298,0.8861083388328552,0.6129184365272522,0.000100000005
9,36.416348457336426,0.6707534790039062,0.6747578382492065,0.8430380821228027,0.6317774653434753,0.000100000005
10,36.779640197753906,0.659792959690094,0.6787148714065552,0.8797802329063416,0.6115040183067322,0.000100000005
11,36.43321752548218,0.661296546459198,0.6747578382492065,0.8612319231033325,0.6162187457084656,0.000100000005
12,36.4078369140625,0.6562601327896118,0.6803094744682312,0.8066967725753784,0.645450234413147,0.000100000005
13,37.738914251327515,0.6455190181732178,0.6854476928710938,0.8394432663917542,0.6261197328567505,0.000100000005
14,37.131680965423584,0.6424360275268555,0.6839711666107178,0.8251858949661255,0.6294201016426086,0.000100000005
15,35.895925760269165,0.6439269781112671,0.6854476928710938,0.8323366641998291,0.6360207200050354,0.000100000005
16,36.984615325927734,0.634186863899231,0.6979092955589294,0.8455410003662109,0.6223479509353638,1.0000001e-05
17,36.45574355125427,0.6358731389045715,0.6907039880752563,0.8471611738204956,0.6209335327148438,1.0000001e-05
18,35.11832547187805,0.6294026970863342,0.6973777413368225,0.8567349910736084,0.6171616911888123,1.0000001e-05
19,36.20148277282715,0.6317040920257568,0.6942476034164429,0.8573296666145325,0.6162187457084656,1.0000001e-05
20,35.99404168128967,0.6331417560577393,0.6900543570518494,0.8567065596580505,0.6190476417541504,1.0000001e-05
21,35.05418682098389,0.628146231174469,0.6951334476470947,0.8581134080886841,0.6166902184486389,1.0000001e-05
22,34.99027061462402,0.6266421675682068,0.6938341856002808,0.8533657193183899,0.6176331639289856,1.0000001e-06
23,35.097973108291626,0.6265156269073486,0.69720059633255,0.8486064076423645,0.6199905872344971,1.0000001e-06
24,33.82148742675781,0.6262153387069702,0.6981455087661743,0.8475338816642761,0.6204620599746704,1.0000001e-06
